CA,CEN,MID_AT,NE,NW,N_CEN,SE,SW,TX
33356,46262,56927,23704,25417,50220,78956,25975,37081
31388,43771,55099,22654,23775,48384,74140,24347,35149
28938,42318,54161,22073,22364,47388,71349,23231,33763
26972,41409,54087,21885,21544,46943,69608,22440,32928
25719,41191,55181,22221,21136,47442,69815,21914,32666
24925,41674,57862,23150,21198,49187,71625,21850,32938
24615,42897,60877,24600,21461,51510,74527,22084,34114
24801,44273,63689,26359,22325,53453,78493,22677,35437
25681,46319,66603,28156,23733,56334,83411,23488,36581
27011,48434,68298,29230,25411,58339,89076,24213,38523
28109,50336,68678,29604,27105,59304,93364,25054,40563
29492,51634,68609,29482,28299,59525,96681,25896,42085
31127,52420,67937,29057,28723,59428,99440,26405,43073
32063,52950,67563,28579,28615,59087,101936,26572,43636
32346,53445,67385,28118,27989,58773,104309,26495,43894
32108,53680,67608,27869,27161,58791,105872,26327,44271
31913,54219,67883,28047,26553,58925,106686,26384,44682
31662,54560,67880,28411,26208,58898,105850,26565,44819
31345,54179,69533,29494,26162,59026,104180,26742,44393
30793,54310,71195,30276,25753,60644,103193,26761,44250
30750,54224,68989,29416,25689,59820,102296,27136,44768
31380,53332,65266,27946,26273,57079,97300,27829,43608
33215,50733,60876,26085,26780,53545,90502,27658,41635
33211,47508,56892,24163,26381,50260,83390,26707,39030
32299,44370,54201,22750,25180,47962,77039,25179,36249
30683,42433,52455,21835,23807,46278,72588,23768,34451
28566,41154,51499,21348,22620,45282,69852,22949,33242
26743,40371,51104,21143,21944,44649,68111,22245,32517
25605,39892,51748,21295,21617,44690,67769,21798,32027
24929,40279,53356,21909,21571,45641,68686,21696,32249
24591,41081,55748,22842,21814,47338,71008,21898,32978
24749,42310,58579,24245,22603,49045,74821,22395,34030
25377,44324,61987,25956,23875,51836,79925,23141,35211
26368,46655,63942,27188,25464,54033,85449,23960,37237
26952,48295,64937,27697,27001,55472,89440,24951,38895
28121,49547,65405,27805,28094,56338,92448,25893,40304
29061,50694,65476,27696,28540,56905,95678,26529,41638
29672,51816,65211,27410,28494,57197,98743,26846,42488
29779,52478,65346,27142,27965,57296,101560,26733,42975
29636,52939,65944,27196,27572,57782,104064,26482,43302
29502,53638,67174,27763,27269,58600,106108,26630,43664
29426,54015,68109,28576,26976,59337,106751,26862,44055
29479,53988,71153,29955,27080,60280,106385,27294,44080
29210,54919,73811,30926,27000,62992,106599,27651,44918
29677,55613,70898,29799,27201,62216,106257,28275,45889
31062,54464,66606,27736,28025,59076,100531,29356,44771
33921,51351,61729,25298,28969,55227,92155,29395,42176
34420,47828,57895,23205,28387,51749,83872,28128,38759
33149,44667,55465,21849,26749,49581,77105,26447,35924
30938,42801,54350,21129,24926,48309,73215,24828,34152
28358,41641,53922,20742,23607,47773,70939,23971,33094
26764,41225,55069,20892,23011,48110,70166,23431,32755
26021,41555,59238,21982,22915,50319,72210,23306,33234
25526,43662,67377,24824,23144,55468,78543,23507,35389
25503,47411,72941,28165,24025,61339,86513,24409,39501
26323,50213,73955,29993,26016,63564,91549,26280,41484
28163,51661,75049,30725,29238,64821,94012,28607,41431
31635,52666,76663,31283,31875,66330,97218,29697,42449
33953,54101,77460,31784,32760,67529,100874,29754,43875
34614,55394,78140,32034,32151,68555,104286,29575,45158
34846,56121,78902,32261,31438,69323,107822,29589,46149
34823,56665,79016,32426,30775,69762,111278,29435,47073
34364,56960,78849,32272,30044,69557,114278,29145,47522
33868,56641,79087,32083,29517,69052,116633,28804,47783
33548,56488,79110,31932,29064,68685,117827,28613,47675
33020,56468,78469,31811,28783,68236,117250,28479,47362
32340,56130,79961,32412,28647,68062,115816,28387,46813
32298,57008,81845,33292,29012,70278,115867,28949,47089
32444,57429,78480,32121,29616,68550,114959,29969,47477
33192,55856,72379,29586,30276,64451,107652,31200,45755
35859,52557,66043,26578,30538,59095,98069,31134,42548
36083,48626,61325,24083,29513,54852,88986,29816,38695
34271,45533,58292,22487,27428,52109,82190,27685,35965
31468,43777,56591,21556,25233,50311,76573,25913,33918
28978,42569,55571,21069,23671,49275,73725,25075,32754
27285,42254,56246,21100,22966,49386,72867,24629,32310
26320,42698,59987,22177,22684,51273,74323,24428,32612
25662,44170,67925,24948,22767,56003,80405,24728,34416
25611,47969,73252,28225,23389,61559,88077,25697,38393
26077,51127,74355,29986,25052,63423,92681,27643,40950
27983,52665,75481,30702,27809,64367,94461,29745,40966
31597,53429,77209,31219,30357,65855,97868,30438,41228
33531,54663,78496,31714,31052,67226,101894,29915,41463
34018,55313,79542,32031,30823,68159,105722,29490,41586
34029,55369,80895,32342,30386,69058,109542,29189,41547
34146,55751,81316,32538,30249,69733,113057,28832,41745
33915,55623,81673,32549,29930,69651,115936,28458,41866
33605,55355,81882,32483,29493,69429,118265,28155,41812
33479,54933,81611,32435,29216,69019,119253,27799,41881
33192,54813,80626,32228,29200,68343,118298,27660,41775
32748,55108,81529,32611,29250,68131,116412,27565,41567
32530,55861,83712,33598,29877,70308,116040,27916,42413
32564,56791,80214,32562,30358,69068,115596,28742,43560
32848,55275,74057,30032,30838,64717,108589,30119,42269
35112,52089,67506,26982,30932,59391,99086,30195,39357
35412,48229,62681,24430,29733,55151,89279,29005,35916
33777,45367,59259,22754,27748,52415,82121,27098,33477
30912,43216,57309,21697,25507,50619,77505,25130,32006
28483,42377,56411,21240,23979,49559,74806,24209,31303
26836,42253,57093,21247,23191,49664,73654,23690,31140
25671,42579,60659,22206,22942,51542,75190,23584,31638
25090,44474,68466,24865,23042,56584,81288,23816,33857
25016,48260,73623,28205,23764,62149,88791,24664,38396
25747,51386,74668,30024,25699,64147,93444,26640,40886
27579,52713,76301,30981,28804,65505,95375,28773,40436
30874,53290,78013,31631,31205,66940,98993,29363,40588
32768,53896,79351,32107,31698,68318,103026,28858,40851
33168,53911,80332,32390,31155,69382,106532,28479,40946
33440,53796,81444,32614,30569,70228,109714,28288,40875
33745,53848,82052,32733,29928,70914,112406,28086,41178
33824,53653,82250,32658,29338,70757,114345,27837,41279
33840,53395,82384,32710,28855,70544,115595,27746,41474
34037,53016,82414,32816,28552,70314,115933,27730,41786
34171,53605,81757,32861,28543,69839,114869,27836,42011
34130,53908,82518,33224,28621,69385,113482,27974,41966
33380,54359,83827,33684,28783,70995,113772,27951,41955
32813,54635,80150,32290,29048,69331,112689,28207,43039
32932,53515,73846,29838,29753,64916,106498,29345,41759
34902,50591,67325,26878,29925,59683,97833,29402,38940
35046,47180,62223,24302,29180,55435,88896,28266,35644
33187,44466,58987,22762,27279,52817,81776,26281,33235
30433,43133,57078,21794,25346,51036,77541,24538,31960
28218,42026,56358,21306,23897,49926,75053,23526,31185
26471,41689,56907,21286,23135,49982,74159,22886,31050
25315,42047,60760,22251,22946,51799,75862,22738,31648
24445,44265,68383,24872,23090,56451,81855,22850,34001
24263,48495,73440,28147,23778,61870,89496,23699,38763
24967,51464,74711,30069,25565,64090,94551,25545,41049
26609,52604,76500,31107,28451,65614,97154,27643,40645
29843,52965,78376,31853,30600,66944,100550,28354,40999
31665,53473,79810,32505,31225,68082,103989,28117,41565
32334,53615,80959,32855,30735,68915,107173,27980,41879
32838,53799,82506,33137,30021,69620,110010,28080,42167
33334,53787,83318,33410,29232,70066,112531,28075,42574
33515,53903,83661,33416,28417,69652,114379,28013,42913
33410,53892,83514,33491,27893,69085,115418,28081,43520
33638,53758,83343,33527,27579,68585,115879,28240,44132
33656,53751,82206,33304,27332,68119,114694,28400,44260
33484,54039,83127,33637,27132,68296,113392,28615,43959
32967,54509,84787,34084,26972,69559,114039,28388,43639
32391,55023,80796,32730,27044,67826,112957,28534,44495
32506,54272,74432,30313,27826,63676,106815,29570,43069
34604,50922,67792,27276,28611,58812,97794,29619,39896
34943,47357,62776,24701,28022,54893,88690,28282,36242
33246,44527,59308,23108,26329,52173,81861,26264,33690
30358,43137,57256,22109,24516,50439,77622,24476,32229
27971,42233,56123,21533,23045,49513,75117,23326,31419
26461,41930,56599,21487,22362,49548,74127,22672,31263
25423,42454,60113,22388,22202,51350,75496,22399,31777
24811,44587,67537,24856,22383,55918,80957,22470,34024
24739,48428,72395,28020,23188,61223,88223,23107,38488
25237,51267,74043,30036,25130,62851,93282,24791,40646
27017,52620,75893,31106,28018,64707,96287,26563,40310
30283,52941,77856,31680,30609,65719,99787,27375,40505
32117,53098,79295,32151,31363,66326,103777,27603,41006
32879,53029,80167,32334,30743,66718,106980,27775,41332
33369,53326,81045,32355,29859,66714,109897,28053,41922
33595,53730,81251,32315,28834,66623,112327,28093,42965
33319,53599,80868,32002,27943,66061,114047,28290,43833
32903,53645,80304,31713,27130,65260,114854,28379,44897
32886,54144,79308,31533,26573,64660,114732,28547,45945
32917,53986,77524,31275,26221,63899,113229,28786,46164
32723,53820,77858,31468,25947,63693,110599,28857,45409
32098,53168,78598,31757,25473,64527,108903,28504,44095
31536,53483,75185,30495,25210,63070,106981,28172,44267
31675,52311,70394,28638,25731,59825,101960,28906,42542
33730,49699,64856,26280,26485,55713,95162,28924,40046
33835,46702,60235,24010,26137,51969,87415,27711,36987
32482,43896,56869,22376,24942,49356,80597,26074,34304
30237,42003,54851,21363,23546,47594,75693,24499,32467
28044,40941,53538,20784,22321,46505,72879,23237,31334
26343,40440,53258,20549,21573,46112,71153,22368,30759
25168,40575,54196,20788,21302,46664,71135,21928,30689
24417,41372,56482,21635,21293,48418,72880,21759,31372
24429,42986,59298,22933,21651,50854,75757,22001,32892
24593,44438,62708,24730,22486,52947,80103,22652,34372
25508,46397,66020,26693,23824,55710,85492,23348,35863
26528,47951,68418,27984,25430,57635,91375,24115,37441
27279,48622,69146,28499,26855,58317,95866,24968,38829
28824,48983,68899,28497,27674,58240,98695,25777,39817
30189,49136,68186,28310,27654,57786,100979,26294,40694
30838,49503,67098,27960,26962,57179,102459,26629,41746
30626,49816,66520,27618,26029,56659,103433,26680,42876
30405,50405,66513,27686,25152,56520,103869,26766,44333
30241,51112,66914,28067,24484,56850,103794,26994,45739
30180,51880,67433,28773,24209,57110,102608,27418,46634
30174,51726,69113,29719,24079,57592,100656,27557,46222
29934,51370,70081,30075,23949,58928,99859,27372,44927
29879,51796,67765,29024,23924,58300,99445,27315,45017
30425,50730,64216,27485,24539,55821,95643,28314,43347
32402,48281,60158,25529,25092,52485,89465,28218,40808
32581,45226,56349,23599,24731,49336,82342,27214,37683
31360,42426,53625,22205,23627,47120,76573,25638,34750
29457,40429,52015,21232,22314,45654,72595,24188,32819
27609,39083,51159,20696,21119,44810,70109,22924,31550
26147,38601,50857,20458,20487,44537,68874,22126,30751
24567,38307,51507,20588,20224,44745,68606,21658,30364
24120,38727,53280,21177,20177,45916,69699,21406,30335
23922,39823,55781,22234,20457,47648,72164,21467,31139
23985,40964,58902,23843,21198,49251,76514,21959,31858
24384,43116,62404,25843,22396,51875,82284,22502,33526
25275,44972,64233,27359,23883,53606,87592,23162,35582
25805,46036,65104,28259,25244,54445,90481,24083,37510
27158,46977,65546,28711,25998,54940,92217,24920,39395
28199,48038,65280,28872,25995,55087,93940,25496,41354
28881,49360,64786,28668,25532,54921,95192,25880,43198
29226,50323,64378,28414,24912,54646,96195,26057,44910
29470,51548,64474,28469,24475,54832,97397,26205,46535
29642,52866,65445,29011,24223,55678,98547,26467,47959
29572,53984,66332,29792,24178,56557,98969,26777,48787
29666,54106,69119,30776,24391,57470,99051,27121,48415
29784,54136,71773,31356,24602,59880,99815,27134,47344
30145,54779,69352,30181,24791,59689,100230,27394,47700
30826,53652,65176,28085,25483,56802,95560,28430,45789
32959,50111,60786,25686,25917,53240,88214,28457,42183
33397,46019,57033,23621,25206,50083,80400,27420,37833
31915,42619,54845,22321,23631,48317,74274,25280,34678
29550,40627,54101,21606,21927,47378,70632,23555,32817
27503,39626,53814,21228,20701,47048,68772,22477,31568
25866,39186,55239,21409,20036,47615,68575,21766,31076
24731,39781,59682,22626,19857,50119,70580,21461,31427
24204,42036,67900,25522,19935,55595,77536,21479,33583
24370,46291,73075,28925,20667,61187,85353,22161,37728
25119,49035,74349,30758,22462,63294,90069,23815,39420
27015,50381,75140,31525,25214,64492,92244,25672,39686
30424,51329,75743,31932,27688,65111,94998,26738,41115
32596,52482,75751,32165,28712,65709,97620,27220,42928
33333,53675,75445,32114,28835,65689,100140,27690,44778
33796,55049,75112,32044,28786,65309,102838,28082,46586
34134,56902,74579,31934,28405,65137,105488,28330,48475
34079,58099,73773,31673,28017,64432,108065,28420,49994
33790,58902,73565,31647,27442,63828,110729,28526,51500
33443,59840,73759,31914,26910,63683,112616,28509,52735
33018,59866,74335,32422,26425,63821,112694,28424,52774
32528,59154,77464,33469,26146,64520,111177,28324,51442
32406,58987,81528,34844,26420,67407,110962,28423,50077
32491,59214,79439,34110,26676,66898,110036,28731,50499
32937,57535,74498,31865,27167,63408,103605,29812,47982
35318,53316,69226,29045,27499,58821,94168,29712,43755
35564,48649,65413,26680,26798,55204,85046,28236,39386
33638,44881,63222,25209,25003,52976,77959,26022,36119
30708,42556,62358,24410,23082,51594,73810,24261,34041
28117,41299,62387,24081,21595,51086,71596,22888,32886
26636,40707,64145,24285,21009,51606,71255,22202,32299
25536,41000,69246,25447,20722,53994,73357,21867,32537
25018,43135,78358,28288,20816,59340,80028,22000,34417
24953,47212,83048,31552,21282,64686,88076,22519,38584
25606,49755,82784,33200,22971,66162,92190,24257,40281
27304,50817,81707,33561,25507,66052,93360,26158,40045
30605,51674,80717,33652,27727,66175,95535,27008,41245
32429,53158,79436,33585,28483,66054,97746,27198,42821
33208,54724,78258,33379,28475,65917,99681,27532,44203
33730,55834,77164,33102,28303,65626,102010,27981,45376
34196,57193,75928,32781,27909,65431,104519,28227,46816
34209,58362,74779,32316,27434,64806,107002,28363,48189
34228,59123,74311,32088,27012,64299,109327,28481,49438
34204,59586,74140,32121,26578,64045,110924,28608,50176
33974,59086,74434,32309,26275,63969,111018,28711,50017
33574,58432,77055,33096,26252,64256,110080,28685,49063
33533,58663,80756,34439,26670,66810,110440,28732,48579
33734,59176,78727,33722,27111,66387,110027,28995,49724
34107,57543,73801,31404,27563,62865,103939,29936,47691
36007,53465,68248,28454,27756,58257,94738,29801,43968
35944,48867,64289,25966,26819,54387,86058,28356,39683
34099,45068,61782,24429,24927,51882,79135,26144,36311
31050,42748,60490,23455,22902,50243,75239,24065,34327
28378,41508,60187,23049,21471,49588,73061,22813,33187
27143,40881,61317,23073,20706,49784,72647,22147,32632
26064,41221,65562,24199,20357,51961,74658,21762,32886
25384,43265,73320,26983,20374,57009,81163,21820,34908
25274,47354,77374,30268,20966,62044,88721,22527,39128
25979,50007,77016,31988,22690,63529,92373,24263,41017
27965,51072,76752,32524,25330,64409,93688,26237,41042
30930,52105,76603,32732,27515,65093,96094,26966,42042
32773,53386,76686,32790,28129,65566,98888,26985,43266
33325,54686,76655,32832,28044,65638,101673,27223,44355
33683,55997,76770,32853,27871,65871,104746,27661,45493
33991,57319,76258,32660,27665,65794,107809,28010,46946
33953,58508,75562,32169,27433,65385,110644,28258,47717
33733,58918,75217,31983,27176,64745,112726,28498,48289
33778,59793,75077,32278,27054,64545,114280,28859,49128
33769,60023,74464,32622,26790,64303,114071,29225,49037
33728,59343,75762,33386,26862,64395,112896,29370,48268
33176,58883,78363,33711,26795,66041,112377,29001,47572
32875,59056,75512,32300,26928,65451,111576,28792,48183
33019,57651,69817,30001,27409,61939,105328,29654,46639
34783,53924,64021,27107,27740,57294,96096,29535,43244
35122,49333,59849,24677,27053,53338,86910,28199,39251
33505,45733,57187,23190,25208,51224,79916,26046,36232
30922,43479,55774,22359,23366,49875,75350,24188,34408
28630,42117,55335,21974,21919,49240,73119,22951,33291
26972,41565,56299,22069,21138,49503,72161,22150,32775
25870,41668,60368,23145,20779,51637,73598,21751,33032
25218,43755,68325,25877,20776,56756,79879,21671,34994
25034,47836,73060,29274,21315,62009,87212,22330,39315
25788,50534,74217,31171,23023,63781,91422,24012,41366
27721,51460,74949,32007,25630,64770,93741,25959,41402
30374,52562,75708,32483,27806,65335,97257,26833,42494
32243,53981,75637,32747,28578,65609,101315,27147,43874
33067,55277,75357,32782,28574,65479,105303,27597,44854
33692,56569,75256,32702,28592,65376,109302,28126,45727
34126,57829,75008,32576,28333,65351,112848,28359,46876
34232,58857,74458,32317,28170,64714,115746,28577,47679
34294,59379,74275,32393,27934,64030,117394,28853,48476
34580,59726,74274,32846,27971,63782,118482,29237,49218
34597,59480,73805,33403,28047,63659,117687,29621,49275
34289,59173,76245,34207,28183,64259,115509,29691,48500
33632,58945,79039,34420,28121,66223,114448,29226,47816
33034,58871,76606,33061,27951,65726,113238,28959,48445
33137,57536,71534,30757,28184,62142,106657,29774,46639
34975,53632,66108,27864,28170,57708,97372,29698,43334
35244,49263,62033,25484,27274,53921,87636,28289,39424
33737,45810,59719,24028,25419,51926,80522,26179,36458
30914,43513,58785,23216,23542,50596,75764,24345,34578
28246,42267,58472,22896,21963,49841,73160,23069,33617
26980,41615,59964,23019,21047,50131,72053,22301,33097
26086,41908,64219,24136,20647,52245,73644,21899,33286
25441,43829,72353,26887,20567,57036,78887,21809,35135
25279,47766,76851,29996,21113,62195,85918,22450,39343
25935,50514,77403,31639,22531,64284,90641,23955,41472
27160,51742,77428,32187,24971,65271,93489,25595,41766
29451,52817,77267,32336,27155,66021,96759,26357,42849
31295,53951,76455,32319,28103,66256,100366,26966,44319
32381,55120,75842,32088,28309,66161,103688,27675,45846
33076,56419,75159,31748,28190,66134,107062,28208,47637
33607,57843,74269,31417,28249,65847,110083,28622,49408
33613,58842,73286,30942,27733,65047,112396,28708,50804
33546,59555,73057,30663,27505,64579,113345,28955,52133
33799,60146,72699,30737,27417,64187,112938,29507,53193
33796,59936,72356,30944,27382,63710,110410,29822,53149
33533,58823,74161,31709,27352,63507,107689,30036,51769
32853,57868,76001,32253,27022,64298,106762,29588,49969
32179,57281,73663,31404,26880,63417,105923,29039,49723
